,Sales
370473,6033
792487,0
335336,7449
617365,0
126323,4783
3548,7481
364954,8424
40121,0
98342,11546
302423,9283
512955,5739
398845,0
219016,3818
839516,7836
583347,7056
339610,5958
601574,8354
185934,8856
296301,4295
840230,6896
58697,7247
880714,4998
691157,6681
112560,3545
510141,13453
655271,0
940609,11392
939159,7352
14546,0
204099,0
578829,5978
680931,3933
1008216,6552
992569,5852
519067,2940
244889,9451
455318,3308
1016582,6900
749094,6610
672219,10053
166210,7003
703365,0
770296,8993
577276,5651
767607,8638
412556,8282
760286,4426
1006051,3399
613202,10197
674325,7420
462681,8360
998441,0
770739,0
942606,12232
196648,4484
333145,6043
973622,0
382569,5060
579476,3730
168082,5242
280974,12762
713562,0
509904,13322
511447,4815
875509,6800
87245,6468
120558,7465
950371,2432
918753,0
117187,8017
913902,5649
636832,9059
244130,7502
588201,5551
584230,0
633548,5772
1002923,4132
794517,13700
428273,11200
961654,0
648739,12052
403041,3734
298036,3828
578685,8425
584219,6815
124447,6849
713930,8878
1006321,4490
42457,5626
146607,6573
592047,7164
812941,9764
638213,4104
518940,0
240349,3801
28507,4523
505888,4832
1009885,6351
312475,7343
99102,5807
331242,5355
167626,0
118747,7040
708874,2640
422122,4336
655791,6996
23756,7617
203528,0
26805,3010
569133,0
69506,12940
922117,7440
758257,0
599443,10266
298275,5546
198484,4024
364381,9758
839649,11578
795245,4242
241372,0
69809,0
767457,8161
980151,10260
849945,0
88269,6901
740453,4314
184307,4909
562700,6641
558679,6378
378168,5388
410202,5932
766376,3699
697021,7369
446107,9449
285859,4654
14247,0
922529,6093
267499,7009
63522,7122
505498,3324
931174,11179
768795,4546
657338,9025
521160,7825
1006661,6167
565796,4906
852440,6294
255578,2947
452962,0
988194,5959
604554,6384
505833,4101
234949,9875
679759,9557
907323,0
128225,4682
895455,8163
722968,0
843668,0
712039,4071
370556,5822
155399,8211
267188,4740
674479,0
696700,7703
766047,3608
383701,8298
597107,3208
408332,7459
264800,0
687462,14600
350527,5902
296438,5120
146381,10597
953939,8702
885173,5421
2324,3485
474253,2726
718614,3923
934618,7805
129981,0
44458,0
670365,5858
961479,4280
177114,5036
655917,5470
443736,4281
142470,0
206954,11252
803022,0
604451,0
990593,9146
73065,10306
221834,9446
911271,7027
23021,6641
425317,0
855100,0
218990,3664
915557,3350
86446,0
41545,4145
548229,3997
266723,3881
977816,6033
640380,4588
933464,7102
787149,6235
862957,8142
925677,5626
685130,12461
389411,8167
951556,6988
813471,7404
149912,4909
342011,6790
215678,7210
814740,0
893008,6845
698867,0
633187,2682
734906,9228
625596,0
175326,0
437305,12724
950403,5108
970747,0
773530,0
706414,4486
262297,5669
79423,0
853711,8253
663325,12017
495130,17626
851901,4842
777159,6796
118972,0
618106,10881
310915,11812
395567,0
789994,2747
684952,14073
520524,7108
803689,5743
99563,3115
322746,9495
430740,4927
895600,7437
422435,0
661625,3176
82562,7303
970274,10487
583459,5784
479166,9772
859879,6556
559026,4446
297585,4129
104102,0
914460,6496
430102,4185
10274,0
934081,10073
152522,5644
795845,0
68951,0
274952,10076
338359,7180
112681,3858
1000621,7225
282648,5713
141455,5209
404637,0
347132,14031
861932,4377
147358,6228
144332,7351
353352,12121
315655,0
1029,6295
191555,4382
997373,9375
988534,8889
755129,5871
861029,4409
316465,8503
551026,6772
285889,2318
813562,6512
741712,8307
281603,9725
712929,5549
239905,8904
933031,0
744029,0
407294,6545
547156,4670
603121,8030
57280,7052
835649,0
921550,9184
511273,7343
251362,4789
1009962,7201
138821,0
196220,3992
696863,6517
456557,3358
117810,4818
907301,11266
810037,7748
513654,5124
145036,4913
159607,4877
969432,3163
524420,5811
642597,5785
351217,4838
494418,1677
90681,6619
591090,4321
786748,3817
311187,0
991809,7431
216366,5407
556849,6797
283603,7924
386687,4450
449537,0
889038,7710
945490,5113
483232,2167
998273,0
432220,12376
495731,10506
716529,7589
625081,8615
765875,2430
183369,5363
35997,4725
416231,4826
558928,5964
714785,7811
191950,7586
469773,9311
365812,11280
732808,0
676181,2584
599689,0
763444,6523
567836,4605
615257,8184
580892,5072
842022,5894
35673,2497
471949,9665
651763,6795
952658,5130
689380,4841
697879,5709
666418,5379
664538,7085
327479,0
839319,0
75572,2667
717013,10390
902042,7371
608402,7242
335338,6334
540957,9642
887640,10193
983961,10255
844717,9429
80359,1893
944803,3579
469405,9666
779852,5881
363279,5240
644820,3297
913028,3253
464747,0
261599,7520
656570,8084
416181,7362
568553,0
475160,4961
109463,8425
1016687,7038
1013178,4772
891853,7499
212747,4977
579565,4949
22896,13761
50636,7292
170160,4647
377904,11847
544073,6301
883396,3141
558833,6896
954736,6921
407930,5476
919912,4336
416583,3550
180432,0
432702,6054
778114,5201
582133,2853
730376,0
820188,4629
672573,7558
119714,7070
528304,11510
497257,0
607167,6805
329187,12361
551875,6052
851004,10443
587252,0
719688,5021
116522,6940
14320,6849
864972,8733
312012,5679
263189,0
288359,8075
794342,6873
910756,6020
718593,6745
363468,5047
398830,7852
730558,0
127266,6402
44178,0
524632,0
349601,8634
673264,4275
677068,0
155963,9022
578103,3675
43603,4766
149056,0
287463,6738
986136,0
640310,2545
852459,7471
180280,10534
819256,4540
830862,4698
534951,11219
332966,8672
1007583,7671
18126,8421
651119,5003
509558,0
28592,4886
178290,721
837372,5326
729945,0
490885,5262
473053,5018
47587,6023
869542,5677
729676,2980
973040,5636
261719,6450
905100,8137
164091,6164
79326,2641
102674,9094
764211,2998
405244,15276
625148,0
835258,4588
571725,5264
363769,4185
449829,9232
344923,4588
2093,4299
705080,4649
386298,6436
390430,6281
137797,3821
361437,4889
28719,2396
39100,5358
261948,11790
166666,3562
764693,0
40379,4449
710395,10092
978074,7246
579863,6478
190631,0
282872,6364
917748,0
904780,5796
926223,4084
786237,6085
390072,4573
972634,4899
117176,8160
980550,9885
985349,2575
834828,8008
541890,3565
404792,12279
792677,4747
154849,7740
481209,9118
129786,5206
600393,5798
774806,6014
489681,0
294512,1943
615893,5531
999450,6339
737023,7160
309033,6807
685140,6479
821975,0
422361,8162
793703,7036
641038,7017
122805,4010
617473,6751
13629,4762
948018,6959
373891,5594
678155,9509
402758,4511
76457,0
151371,0
264447,6055
567420,6602
418531,9019
767538,8912
442000,8311
122704,5514
988448,5331
496863,16980
398468,5397
848501,0
979590,4535
176553,5636
387779,2372
6453,7332
515264,4546
823267,0
870679,3195
203844,3625
808504,0
594492,5799
825851,5787
624805,5100
540964,8662
814221,8752
976039,7360
563026,8652
547580,5181
749571,4981
900481,3224
254394,5705
584384,3989
533369,0
343142,6728
168568,7411
286999,8978
105588,0
971057,0
330605,5067
316795,0
385603,12120
203894,4765
878830,10381
794400,7789
437935,3170
100783,4935
217056,5224
505756,5536
702079,6038
379441,10414
30713,6956
408068,13395
841177,4888
48751,0
218234,0
31134,8588
570183,12555
283940,5752
243293,5839
99918,6805
114320,5378
46537,7291
832144,10255
902992,4649
826605,5481
446708,0
715973,4430
439078,6562
853445,8138
203571,3825
812678,13684
699367,20017
84568,5540
173630,4055
16220,0
789435,7338
337828,7536
916285,4883
93835,4401
922313,4793
187322,10379
940985,9683
967414,6785
149290,5408
104070,0
915052,4457
10093,7138
354160,11812
222879,0
979825,4703
144625,6383
406700,5160
381799,0
31052,7930
235692,6115
48874,11713
697476,0
412340,9791
428764,11338
418463,13846
583730,6199
882955,3198
289981,6433
861295,6185
889027,0
183931,5144
951128,10763
298261,4510
580283,7236
952628,6939
101349,7705
419993,5108
210593,0
544700,4453
46810,8821
842006,9487
415052,8212
508184,3072
846732,6946
708286,5328
826756,2165
861240,0
657829,4589
736370,6944
735438,8808
519838,2543
852220,6887
842513,4416
135188,4628
853170,7193
515130,0
63889,9017
49567,0
554974,4888
385259,11053
560242,8577
152960,15208
59406,6642
175027,5311
113488,12302
618140,7081
587617,10539
848959,8174
328360,7025
364662,20249
572709,6527
161455,5957
90918,9066
429421,4875
531927,3542
612124,5176
28155,5830
622121,7849
555752,4997
968980,3449
580476,0
467913,15967
699043,11748
354273,13371
271735,8157
53996,6204
765342,4716
356441,0
780681,7027
279167,5561
621082,15948
335462,7079
143209,6482
626003,2546
163994,3808
774384,4713
635462,14312
983278,3031
218140,5693
558579,5305
533643,5276
435254,9190
174747,0
929767,7460
572213,5917
602665,0
676013,3747
429165,9615
409993,7698
46077,7150
959556,10885
177919,7386
963799,6313
430639,4704
389223,5431
461174,11086
599928,6431
643287,0
536092,6211
663656,9929
581069,5352
669924,5759
799917,12806
198692,0
128367,0
291620,4094
148497,4456
337070,5298
33535,10242
361936,4142
689466,0
973283,4950
327588,7487
37493,4001
48274,11237
87770,7615
271800,7688
538204,5300
314333,7101
808308,0
434564,8383
105268,7709
49947,2594
757503,5183
366858,4052
356881,3527
51032,7807
602434,0
788715,6767
661766,6429
618484,11342
323143,10396
650352,2403
813467,0
46950,5782
424911,0
617878,9714
388397,3426
696972,6493
908100,5850
765028,7544
953007,2221
503296,6251
428664,20705
172575,6965
841433,9330
370809,5067
292494,0
735198,8354
998467,7773
325439,11205
58268,10648
766574,2015
787961,6638
49702,3641
307404,9666
976243,6703
945141,3423
414237,7888
663241,10492
325870,9985
439527,12621
32926,10046
851772,6880
911927,6893
901481,6858
214365,5066
270748,0
650881,2676
514629,8029
922357,4981
147240,5152
994584,6526
535880,6945
76955,3609
229385,5915
832522,9088
379604,9768
368444,7048
568849,8410
266439,0
370688,5329
363832,4509
599306,6124
128804,0
300286,5506
97574,0
827018,5853
377884,0
430818,3522
395506,8671
393396,13519
899139,4146
659435,0
528383,10582
121932,4430
557000,5375
757914,6048
943179,8831
780043,4291
1009379,4063
811779,9308
717304,23549
403198,0
943258,0
384807,4831
32440,0
308598,6731
819742,1760
109067,6293
785160,10339
683638,5945
636302,6839
664350,7502
671386,8665
346277,16945
374924,6666
675478,5766
452375,7824
846526,4403
862887,10115
178109,4932
413783,7994
520549,0
924144,14920
393348,13149
171357,6393
427657,10220
897983,0
724879,6581
216735,0
60861,11822
693274,11924
461700,0
692143,8463
1001213,8322
93419,4123
1000595,9161
905255,5908
505219,4347
798164,15108
766855,20286
102689,7939
154222,3845
357947,0
823308,0
570910,10571
805560,6008
111945,4266
635934,17145
574467,8787
111379,7103
318809,6399
747866,5588
7965,6645
421963,6421
403877,0
528803,9028
423425,9654
1014730,6951
515680,0
927635,6485
771698,6254
58735,4159
131299,10881
699447,13602
832923,0
713881,0
663630,0
690119,2486
261205,6561
814567,11633
86562,14557
148299,8691
214273,5174
556770,3540
162028,9793
97829,7750
120182,4603
450346,8919
831879,10584
972609,7255
504307,5395
792408,9238
285918,4933
713471,0
956063,4342
913362,0
199006,6794
238255,21557
36084,5208
175601,12081
463410,4235
747107,9895
123784,3748
976430,5836
906785,8675
43291,4856
951695,6410
162884,5768
158938,5445
689839,5277
41702,0
103853,0
990248,3970
508750,2396
970243,0
1002918,7571
608485,0
396597,0
870855,3948
757240,7546
28581,0
769554,5568
386278,7007
775746,2768
192272,6899
947434,0
713231,7141
169208,4334
546256,11142
283957,7433
325266,0
974687,6623
180472,7397
889880,7311
697034,7416
468643,6442
456055,5414
434386,2212
930263,7769
809166,0
192085,3016
310422,5908
304523,8029
659513,5176
972733,5869
496066,0
348505,7372
626063,1696
498152,6492
994904,6949
898022,5615
694130,4018
654610,5687
654932,7118
62420,8063
435975,5801
507389,5343
905080,11627
829113,0
48199,4611
20872,6752
873149,3311
282598,6290
592625,7965
852455,6678
886167,6387
307376,8855
634459,8405
638666,6072
555397,0
955977,4307
931991,0
128853,4413
792860,7109
432634,0
560967,12913
47984,0
735163,11970
653462,6265
797437,3448
600292,7132
745964,6670
231343,0
214472,4761
178455,5488
53058,6127
628751,0
1009572,5866
182839,6645
489130,6919
871888,9788
994883,13433
25901,8473
539252,3393
14870,5040
589086,4940
435059,0
795694,0
340191,6842
1011438,7943
959077,6827
567026,0
965644,12287
688459,16055
600646,0
510915,5190
842428,6672
374610,0
1014349,0
340601,10007
242532,17881
592641,0
523124,12548
803642,0
365014,5497
321760,7887
256655,0
843425,7060
510929,6087
255502,4761
90278,4231
916329,5213
752026,12925
651684,4881
807170,0
410185,8411
748186,8425
334826,8377
650261,10832
961991,0
285415,0
470830,8197
783745,7262
14722,5320
172506,5543
194324,4423
194847,8182
931477,9344
586143,8320
685397,0
518639,0
893122,6830
410058,0
394963,9120
938199,1864
175159,3427
919858,5776
855859,8024
774629,6331
180428,7487
603669,7686
908566,0
441702,0
422116,6236
550243,8403
149890,0
893299,5637
120394,5120
158802,0
627929,5014
1007167,0
521211,0
66798,7596
280770,5652
346964,16953
462431,5977
707845,6196
53350,5353
707950,6820
938378,6994
63519,11304
14769,9629
62223,8095
915156,5465
152474,6932
76390,12314
945923,0
300598,6731
472032,0
391923,6341
378219,6331
442164,4446
946847,6819
829046,4102
694428,5961
493192,7692
379103,10845
278591,1303
128000,3337
967361,0
856528,5945
415559,5993
471347,5014
704303,5601
145450,0
871932,12869
582828,15005
368929,2074
401857,4805
961759,5877
545289,0
96635,8383
545704,9206
346974,12236
825628,8488
20494,4850
203968,3262
508840,3473
115636,3506
975499,0
428428,13546
930833,9747
755474,3316
632168,6814
366726,0
371366,6260
170030,0
690556,9128
118513,0
401172,4752
918400,4859
878814,0
208571,4629
406364,6312
554804,16900
708779,5664
941737,11271
468549,4559
949183,0
335,4094
941123,5007
592072,7150
114147,9852
852396,6224
888705,0
294728,6482
614262,1851
966759,6519
619973,3955
433998,6987
216986,2835
414164,6691
563111,5763
681404,3266
319069,7197
700650,7299
216039,6469
589974,5015
108078,0
973676,4032
591410,0
622107,8152
28522,6423
291553,6770
158861,5643
1010741,4315
750533,7030
866792,6190
956966,0
191392,3277
284579,4605
243304,6647
875975,6088
77358,5985
909157,3110
615238,13039
210791,8736
775660,3980
771256,6384
177095,4564
508352,2429
260951,4826
430781,5498
416915,6030
38481,5421
202531,6511
891703,8487
209124,3647
758982,5395
895727,13342
132716,0
574270,6211
612752,4879
866041,7386
532496,7911
601445,6914
887213,6537
288717,15508
782564,6311
428079,8744
642925,4616
814546,5777
175006,4148
931938,6825
641755,0
622129,11225
304604,11389
471869,5321
920649,0
867273,6673
815696,8156
641255,5522
913708,5541
568424,5901
546361,7121
166337,6246
414340,6768
890157,3243
471100,4973
435851,6476
310274,5007
98856,8605
557526,5756
990201,7241
277796,2687
610600,0
746506,9189
180783,5953
586222,9165
524044,7174
548395,0
173650,4586
479929,13337
907697,12885
377077,6784
464469,4790
988682,7122
558645,5795
801037,5749
74931,3948
607689,13887
3019,8825
273414,5861
270355,8189
652918,9278
260817,5245
997553,4385
290367,13679
640860,13061
245558,9889
985333,9649
517925,4515
566988,6338
261108,10771
799739,3216
810365,3316
625044,9639
400751,3524
276823,4187
280510,4877
932485,0
938276,1838
814716,0
510544,10318
973694,3918
641733,7345
248331,5523
229626,4093
440838,2636
310792,12872
612522,5424
107478,12836
1000205,9558
76203,15797
213045,3925
907398,9556
481930,0
565411,5611
965870,8822
376326,9479
152984,8234
946469,6571
441363,6833
376032,9241
129591,8195
681443,1938
840688,0
992489,3423
280174,5485
958195,0
727094,8337
705287,7601
571586,4558
163372,0
48356,7999
422873,0
405180,0
101067,4963
349769,14658
302886,10362
29247,3524
328155,0
614396,4153
280085,5218
685770,7988
444230,4353
375200,10237
733919,9870
654906,10021
168132,0
756913,9746
303197,0
850222,0
542252,15472
983805,8399
714818,8215
212688,3590
109073,9977
138248,4315
369624,7642
39456,0
695870,3547
118399,5650
231684,5164
729557,5703
551528,8830
449913,6444
560337,4856
871745,4966
66040,5774
105504,0
848220,3515
920834,6431
766246,3722
517331,5876
23134,6739
303585,3862
227097,7801
737470,5728
392880,7243
267012,7687
54250,9121
97414,6283
743620,17369
254363,7210
572226,6782
331942,6961
830686,4524
678531,9894
554174,21472
507258,0
996952,6015
641680,9933
137559,0
970556,10087
425666,10005
573923,0
837694,0
369537,3258
679300,5389
23777,4442
936282,8606
862236,5610
871182,10012
283674,10505
624333,5904
75167,3705
882478,4680
653407,6194
838347,14073
377085,7938
480128,8696
509856,12145
914876,9228
451814,4986
337421,8143
1014772,6405
185643,8166
732251,0
713025,6080
354882,11607
764196,0
42783,5716
895702,5906
143908,16375
777407,7202
570851,7581
114853,4801
298359,0
365938,9027
452071,9374
413498,2049
619891,2090
880098,5143
159106,6304
47034,9620
645763,9656
364323,10916
668589,8232
64994,0
930322,9212
682202,0
74766,11956
551698,9861
62075,6344
285274,7972
944869,0
191458,6823
267868,6038
663929,5454
430526,0
263955,7198
964114,6399
198947,3949
980627,9842
442081,8591
260060,5564
502439,5329
421845,7359
930260,12101
874428,10059
97171,8911
573676,7362
900036,4045
520581,8483
937800,2243
507850,4959
62761,9061
442414,6935
716210,11570
317137,9553
995945,14714
89281,5709
405465,8369
372148,0
427945,7472
538652,3937
288990,9293
827058,5490
151086,8377
334049,7170
538547,6424
889510,6602
931503,8534
820149,0
322597,8938
958091,0
489056,9066
58351,0
184777,6795
501789,7377
389587,8081
857370,3787
593205,0
516293,4229
671885,7999
60643,6499
826876,5491
15762,2790
390811,8394
14705,8976
239835,4799
505573,4806
61147,7499
588159,4555
84223,6016
561443,9428
715947,3062
638098,6855
436490,10530
911664,6153
847810,4799
473823,4580
291563,3879
867932,10774
108129,0
746308,16044
466577,8846
323887,7194
304293,11073
1011810,3915
177641,0
969229,3142
620153,3697
827897,16293
405860,9894
527187,6097
404935,10626
561942,7958
771530,6620
725267,7823
891764,5030
1013290,7362
866393,8505
903311,5608
686238,5287
344564,3777
898314,6903
849827,7372
65452,3452
592628,7428
156564,7248
913546,5166
51074,6886
975106,6133
50739,13707
553469,3351
453246,10093
875914,0
66517,5984
929892,9094
392732,8079
282121,5355
189891,4239
462099,7469
799526,6691
1001161,4249
837408,7033
382014,4077
985983,6436
845679,5246
844235,4888
1014260,14009
381801,4394
637536,5071
216376,3533
363302,3901
677929,8285
395138,8581
457268,13094
271452,7514
217806,3449
244102,9229
410140,7031
676780,8642
112348,10891
396990,4605
227723,17353
442695,3435
776050,3442
881388,0
515282,4003
936883,6450
612340,8287
997551,5128
824564,8336
303956,6582
918039,7828
604386,4118
647239,5235
816000,7704
861643,0
167156,10803
372676,0
500639,5395
746970,13455
302829,8930
25429,5063
69508,0
816056,7423
364679,6951
344283,5191
684135,7233
534448,14377
17924,6078
905290,8602
998290,4122
675139,0
410172,6049
688599,0
265767,5277
245624,8263
532680,4262
984010,10972
818613,7697
83810,4844
735899,6807
454561,7883
825828,6793
51640,0
955175,3927
758730,3923
586815,9943
662156,0
219837,3253
984210,9656
998782,5697
989233,10365
776781,7378
114200,8273
761509,11684
324456,6739
640445,0
922792,8532
92366,5969
48605,8296
701709,6888
583637,5901
659775,0
388649,3913
615960,2804
136152,9856
82009,0
918637,4214
533074,7503
171824,5171
801400,4448
986194,0
294595,0
659212,5073
173143,8493
598935,3806
643560,0
709925,9963
123932,8257
1005859,4657
916305,0
634894,16118
386120,10154
890500,3347
915271,5938
955571,7981
802938,0
1015406,21907
303782,4613
999868,5083
124639,10018
205623,3529
560643,12071
721954,6359
700721,6971
945613,5126
845323,7992
507673,3721
459686,5572
705683,6708
417466,0
285049,4501
765436,7360
198915,6971
461289,8402
222977,0
348465,7534
536440,6269
3273,10559
712573,0
891826,6783
994367,6310
596244,7601
464070,8855
894251,5484
654778,7786
108621,0
330867,7112
101273,5196
775258,0
623605,7820
617132,5470
814060,7813
706972,5178
306016,17699
269789,11425
767511,8378
230628,0
327473,5407
514813,8541
374887,6267
460628,3541
668822,5648
21304,6679
616949,6240
18765,4576
611104,6028
948724,5993
947226,10793
884815,9180
244750,11643
570803,10569
426697,0
837517,6672
237986,26263
313028,8271
995511,5988
722974,3645
639405,0
986818,6137
245942,0
979624,0
561710,9470
747629,7745
702329,5475
792413,6878
244890,8390
351048,8080
598694,3831
224285,6213
857322,6012
178426,972
219476,2183
490242,2052
979373,4002
953573,8755
174457,4618
171815,5617
254141,0
258174,5449
965587,7711
324343,12398
435694,4490
935226,16772
809291,0
897925,6948
408581,5699
158275,4675
86945,10426
898804,4786
173393,0
411354,5484
900757,4501
745521,0
501238,3956
72071,0
42808,6121
181924,3465
86175,7218
467234,21509
752072,7773
187582,3334
340588,0
819104,0
283779,10057
1000267,10652
703257,2738
859389,4590
521468,8630
2268,4098
628758,0
418529,8438
541851,4726
507751,4451
609335,3842
755589,9223
337981,7586
497929,0
936007,20310
563422,9367
533539,5171
855770,5192
982799,5644
294380,5829
802203,5402
346102,10836
791384,0
755669,0
127100,6958
279923,0
359437,6314
644117,0
950953,10393
578488,2142
615394,7985
384695,3965
858795,7868
397704,8551
122633,0
139595,0
671528,8267
381557,0
977705,0
925281,4963
786641,3490
778733,3834
975944,4458
805853,0
1004055,12523
121355,0
673481,7202
472408,4407
822491,0
839827,5346
665288,6831
323295,6068
661885,5810
594026,6573
867988,4502
2061,8155
453085,9304
970088,13796
621564,0
578996,1942
934450,6201
683235,2851
414652,6083
627767,0
510740,0
492663,6703
438148,7240
112058,8655
357823,4025
808844,5369
201581,0
344694,5292
425277,6151
523817,2461
408124,11790
219409,4912
877114,4942
466194,5538
842009,9264
497141,12339
189859,3986
524626,6949
60985,6297
135453,10045
934562,7259
425702,13763
614020,4819
429831,5140
28953,6429
652833,6263
873927,5732
846623,7226
937766,0
312820,7039
496923,0
229635,4103
61675,5881
601886,9580
247843,7972
483460,4278
420963,4972
49416,5627
743206,0
92792,6909
321769,7228
165506,5708
457130,17383
582150,5074
1003221,0
462763,8327
164168,6240
101506,6709
632782,5113
381746,5616
922158,0
981131,2445
309862,5923
479749,7609
780732,5786
346639,0
992364,6122
847806,3826
689983,4408
156884,8923
995287,6347
717996,15724
359667,6956
125089,9475
153015,6923
99845,4481
936797,8504
563967,2457
137521,4690
871453,0
417006,2956
696294,7767
17989,9825
693471,4677
1005243,0
565814,5785
990961,0
533880,15082
917935,4971
1012261,7092
249746,9974
836892,7614
671257,9999
694068,3808
761798,2352
455633,7224
142351,8302
710206,9350
18505,0
791247,0
356382,9540
574091,0
54666,5794
253628,5409
598699,0
119662,0
505603,3662
493423,8973
938815,5726
509284,6259
507367,4871
126666,6628
461051,9583
768158,0
361857,5141
349574,0
230392,3873
325555,0
173161,6852
266660,8358
316133,9557
998066,0
716884,13348
949940,3618
304076,6825
38766,0
304400,16898
630300,4006
681580,7547
871762,7127
996739,6427
377221,7578
773582,7462
867677,5720
289418,7850
114562,4323
900383,3942
628499,0
790724,8158
466578,8816
942718,9343
633793,6257
374708,0
813503,0
524681,0
117493,7539
944649,6083
469612,7687
513009,4870
685336,7135
869037,0
794050,6854
689564,4823
272690,5059
991730,4546
630785,4815
310,3405
359616,9078
770141,6730
839276,7898
336359,4592
42330,5772
356389,0
901138,0
329284,11041
25748,0
805684,6495
335122,11211
275538,6634
561990,10055
440005,9465
706857,4571
644676,5671
429912,9811
110316,4352
26251,9213
270615,4961
36821,0
847895,2823
1009845,5621
450347,4965
101781,7275
696539,8021
693791,0
381067,0
452419,0
716035,1644
300866,6249
651063,2087
506982,4853
533605,7413
494890,3780
652522,3458
585959,7118
389024,11607
683410,3071
1005338,5139
114266,0
43313,0
89253,7942
207548,0
766093,2719
890960,7889
264281,8641
417734,8221
703781,5062
268646,4471
839871,8721
321831,9027
23828,8675
1004261,0
704252,3523
614894,4912
535424,8295
225838,0
833263,8619
993596,10846
806975,3306
418666,13362
368958,0
565063,5952
285169,4571
707599,2825
561083,8809
315151,0
